Bkg Branch,Delivery Branch,Card Rate,,,,
PALGHAR,CHAKAN CENTRAL CELL,3.3,,,,
PALGHAR,KATHWADA,3.14,,,,
PALGHAR,UMARGAON,1.38,,,,
PALGHAR,PITHAMPUR,4.9,,,,
PALGHAR,GURGAON BKG & DLY,6,,,,
PALGHAR,GAJUWAKA,9.5,,,,
PALGHAR,LALBAGH ROAD,6.2,,,,
PALGHAR,DELHI (RAMA ROAD),6.6,,,,
PALGHAR,NAGPUR WADDHAMNA,5.28,,,,
PALGHAR,VALSAD,1.65,,,,
PALGHAR,CHAKAN CENTRAL CELL,3.3,,,,
PALGHAR,BHAKTINAGAR,3.3,,,,
PALGHAR,NASIK,3.63,,,,
PALGHAR,PEENYA,6,,,,
PALGHAR,HOSKOTE,6.33,,,,
PALGHAR,DADRA NAGAR HAVELI,1.65,,,,
PALGHAR,SARANGPUR,3.03,,,,
PALGHAR,SURAT CITY,2.64,,,,
PALGHAR,KHOPOLI,3.91,,,,
PALGHAR,BHUJ,4.18,,,,
PALGHAR,BHAKTINAGAR,3.3,,,,
PALGHAR,KATHWADA,3.14,,,,
PALGHAR,VAPI DELIVERY,1.25,,,,
PALGHAR,BOMMASANDRA,6,,,,
PALGHAR,PATANCHERU,6.6,,,,
PALGHAR,HAZIRA,3.63,,,,
PALGHAR,PATANCHERU,6.6,,,,
PALGHAR,VATVA,3.19,,,,
PALGHAR,VYARA,4.24,,,,
PALGHAR,MEHSANA (N.G.),3.41,,,,
PALGHAR,GANDHIDHAM CITY,3.63,,,,
PALGHAR,TUTICORIN,11.06,,,,
PALGHAR,CHHATRAL (N.G.),2.64,,,,
PALGHAR,DADRA NAGAR HAVELI,1.65,,,,
PALGHAR,KALOL (N.G.),3.3,,,,
PALGHAR,METODA,3.3,,,,
PALGHAR,VAPI DELIVERY,1.05,,,,
PALGHAR,SOLAPUR,5.01,,,,
PALGHAR,THANA,3.3,,,,
PALGHAR,DELHI (RAMA ROAD),6.6,,,,
PALGHAR,LALBAGH ROAD,6,,,,
PALGHAR,VAPI DELIVERY,1.05,,,,
PALGHAR,MAHAPE,3.91,,,,
PALGHAR,DELHI (RAMA ROAD),6.6,,,,
PALGHAR,SATARA,4.46,,,,
PALGHAR,MYSORE,6.6,,,,
PALGHAR,MYSORE,6.6,,,,
PALGHAR,PIRANGUT,3.23,,,,
PALGHAR,GUMMIDIPOONDI - CHENNAI,8.42,,,,
PALGHAR,NASIK,3.63,,,,
PALGHAR,CHANGODAR,4.13,,,,
PALGHAR,INDORE CITY,4.57,,,,
PALGHAR,PARDI,1.65,,,,
PALGHAR,KUNDLI BRANCH,6.99,,,,
PALGHAR,BILIMORA,1.87,,,,
PALGHAR,WAGHODIA,3.03,,,,
PALGHAR,MUMBAI,3.3,,,,
PALGHAR,MUMBAI,3.3,,,,
PALGHAR,GOBLEJ BKG & DLY,2.64,,,,
PALGHAR,BARODA - KARELIBAUG,3.03,,,,
PALGHAR,KOLKATA(B T ROAD),11.06,,,,
PALGHAR,NAROL,3.14,,,,
PALGHAR,KOTHUR,7.89,,,,
PALGHAR,MEHSANA (N.G.),3.41,,,,
PALGHAR,AGRA,9,,,,
PALGHAR,BHAKTINAGAR,3.3,,,,
PALGHAR,NARODA,3.14,,,,
PALGHAR,MAKARPURA,3.03,,,,
PALGHAR,AURANGABAD (WALUJ) MIDC,4.46,,,,
PALGHAR,METODA,3.3,,,,
PALGHAR,MAKARPURA,3.03,,,,
PALGHAR,MYSORE,6.6,,,,
PALGHAR,AURANGABAD (WALUJ) MIDC,4.46,,,,
PALGHAR,PALI,7.92,,,,
PALGHAR,SURAT CITY,2.64,,,,
PALGHAR,CHANGODAR,4.13,,,,
PALGHAR,BALANAGAR,6.6,,,,
PALGHAR,DRONAGIRI,4.46,,,,
PALGHAR,JODHPUR,6.77,,,,
PALGHAR,FARIDABAD,6.33,,,,
PALGHAR,CHANGODAR,4.13,,,,
PALGHAR,BARODA - KARELIBAUG,3.03,,,,
PALGHAR,MUMBAI,3.3,,,,
PALGHAR,MEHSANA (N.G.),3.41,,,,
PALGHAR,HUBLI INDL AREA,6.6,,,,
PALGHAR,MAHAPE,3.91,,,,
PALGHAR,RAKHIAL,3.03,,,,
PALGHAR,GANDHIDHAM CITY,3.63,,,,
PALGHAR,SILVASSA,1.54,,,,
PALGHAR,MAHAPE,3.91,,,,
PALGHAR,RAJAJINAGAR,6,,,,
PALGHAR,BHUBANESWAR,11.33,,,,
PALGHAR,MADURAVOYIL DELIVERY,7.26,,,,
PALGHAR,CHHATRAL (N.G.),2.64,,,,
PALGHAR,PITHAMPUR,4.9,,,,
PALGHAR,BHANGEL,6.6,,,,
PALGHAR,VAVDI-RAJKOT,4.18,,,,
PALGHAR,DARED,3.91,,,,
PALGHAR,TUTICORIN,11.06,,,,
PALGHAR,NASIK,3.63,,,,
PALGHAR,SARANGPUR,3.03,,,,
PALGHAR,VALSAD,1.65,,,,
PALGHAR,PATANCHERU,6.6,,,,
PALGHAR,BHAKTINAGAR,3.3,,,,
PALGHAR,CHANGODAR,4.13,,,,
PALGHAR,VERAVAL,4.46,,,,
PALGHAR,VYARA,4.24,,,,
PALGHAR,PITHAMPUR,4.9,,,,
PALGHAR,PATNA,11.88,,,,
PALGHAR,SARANGPUR,3.03,,,,
PALGHAR,SURAT CITY,2.64,,,,
PALGHAR,HARIDWAR,7.87,,,,
PALGHAR,DADRA NAGAR HAVELI,1.65,,,,
PALGHAR,ANKLESHWAR,1.87,,,,
PALGHAR,RUDRAPUR,8.14,,,,
PALGHAR,GUINDY-CHENNAI,7.87,,,,
PALGHAR,DAPODA,3.3,,,,
PALGHAR,JIGANI,6.2,,,,
PALGHAR,INDORE CITY,4.57,,,,
PALGHAR,INDORE CITY,4.57,,,,
PALGHAR,VATVA,3.19,,,,
PALGHAR,VERNA-GOA,6.44,,,,
PALGHAR,VERNA-GOA,6.44,,,,
PALGHAR,CHANGODAR,4.13,,,,
PALGHAR,DAHEJ,3.63,,,,
PALGHAR,INDORE CITY,4.57,,,,
PALGHAR,INDORE CITY,4.57,,,,
PALGHAR,GHAZIABAD,6.6,,,,
PALGHAR,SURAT CITY,2.64,,,,
PALGHAR,SANGLI,5.56,,,,
PALGHAR,NAGPUR WADDHAMNA,5.28,,,,
PALGHAR,KANPUR,8.75,,,,
PALGHAR,KOLKATA(B T ROAD),11.06,,,,
PALGHAR,MADURAVOYIL DELIVERY,7.26,,,,
PATALGANGA,SECUNDERABAD,7.59,,,,
PATALGANGA,VASAI EAST,5.28,,,,
PATALGANGA,DOMBIVLI,4.73,,,,
PATALGANGA,SRIPERUMBUDUR,9.3,,,,
PATALGANGA,V V NAGAR,4.18,,,,
PATALGANGA,RUDANAGAR BRANCH,4.02,,,,
PATALGANGA,BARAMATI,7.65,,,,
PATALGANGA,LASUDIA,5.17,,,,
PATALGANGA,CHANGODAR,4.13,,,,
PATALGANGA,SARANGPUR,4.46,,,,
PATALGANGA,SURAT CITY,3.63,,,,
PATALGANGA,NAGPUR WADDHAMNA,5.83,,,,
PATALGANGA,VASAI HIGHWAY,5.28,,,,
PATALGANGA,SGTN-DELHI,8.14,,,,
PATALGANGA,JALGAON,5.56,,,,
PATALGANGA,AHEMADNAGAR,3.3,,,,
PATALGANGA,BARAMATI,7.65,,,,
PATALGANGA,SARIGAM,2.81,,,,
PATALGANGA,CHAKAN CENTRAL CELL,5.01,,,,
PATALGANGA,CUDDAPAH,8.42,,,,
PATALGANGA,HUBSIGUDA,7.87,,,,
PATALGANGA,LALBAGH ROAD,8.14,,,,
PATALGANGA,GUMMIDIPOONDI - CHENNAI,8.75,,,,
PATALGANGA,CHANDIGARH BRANCH,8.75,,,,
PATALGANGA,NASIK,3.3,,,,
PATALGANGA,INDORE CITY,5.72,,,,
PATALGANGA,PUNE CITY,5.01,,,,
PATALGANGA,BHANGEL,8.14,,,,
PATALGANGA,DELHI (RAMA ROAD),7.87,,,,
PATALGANGA,KOTHUR,5.87,,,,
PATALGANGA,LUDHIANA,10.18,,,,
PATALGANGA,KANPUR,9.9,,,,
PATALGANGA,BHOPAL,7.26,,,,
PATALGANGA,JAIPUR,8.58,,,,
PATALGANGA,ICHALKARANJI,5.61,,,,
PATALGANGA,CHANDRAPUR,7.92,,,,
PATALGANGA,NAROL,4.29,,,,
PATALGANGA,NASIK,3.3,,,,
PATALGANGA,SGTN-DELHI,8.14,,,,
PATALGANGA,MAKARPURA,4.46,,,,
PATALGANGA,WAGHOLI,5.01,,,,
PATALGANGA,AHEMADNAGAR,3.3,,,,
PATALGANGA,BARAMATI,7.65,,,,
PATALGANGA,SATARA,4.46,,,,
PATALGANGA,AURANGABAD (WALUJ) MIDC,4.18,,,,
PATALGANGA,BELGAUM,7.87,,,,
PATALGANGA,V V NAGAR,4.18,,,,
PATALGANGA,CHANGODAR,4.13,,,,
PATALGANGA,NASIK,3.3,,,,
PATALGANGA,NASIK,3.3,,,,
PATALGANGA,BILASPUR,10.12,,,,
PATALGANGA,POR,4.18,,,,
PATALGANGA,GHAZIABAD,8.14,,,,
PATALGANGA,CHANDIGARH BRANCH,8.75,,,,
PATALGANGA,SECUNDERABAD,7.59,,,,
PATALGANGA,SECUNDERABAD,7.59,,,,
PATALGANGA,KARIMNAGAR,9.02,,,,
PATALGANGA,ANANTAPURAM,9.02,,,,
PATALGANGA,SURAT CITY,3.63,,,,
PATALGANGA,DELHI EAST,7.87,,,,
PATALGANGA,SARKHEJ,4.57,,,,
PATALGANGA,KHOPOLI,1.38,,,,
PATALGANGA,WADA,5.28,,,,
PATALGANGA,SILVASSA,2.81,,,,
PATALGANGA,MAHAPE,3.91,,,,
PATALGANGA,PANIPAT,8.75,,,,
PATALGANGA,SURAT CITY,3.63,,,,
PATALGANGA,BHAVNAGAR,4.46,,,,
PATALGANGA,V V NAGAR,4.18,,,,
PATALGANGA,MEHSANA (N.G.),4.46,,,,
PATALGANGA,SARKHEJ,4.57,,,,
PIMPLAS,SATARA,5.01,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,BHILAI,8.2,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,JALGAON,6.44,,,,
PIMPLAS,KOLKATA-CENTRAL,10.51,,,,
PIMPLAS,MUMBAI,3.03,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,HOSUR,8.42,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,CHERLAPALLY,6.71,,,,
PIMPLAS,ROHA,3.91,,,,
PIMPLAS,BHILAI,8.2,,,,
PIMPLAS,DAHEJ,4.18,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,NAGPUR CITY,7.37,,,,
PIMPLAS,KOTA (RAJASTAN),8.86,,,,
PIMPLAS,V V NAGAR,3.91,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,SOLAPUR,5.83,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,COIMBATORE BRANCH,8.75,,,,
PIMPLAS,LALBAGH ROAD,8.14,,,,
PIMPLAS,SHIMOGA,8.14,,,,
PIMPLAS,V V NAGAR,3.91,,,,
PIMPLAS,NAROL,4.02,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,WAGHODIA,3.63,,,,
PIMPLAS,KIM,3.63,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,SONEPAT,7.59,,,,
PIMPLAS,SOLAPUR,5.83,,,,
PIMPLAS,AKOLA,8.42,,,,
PIMPLAS,CHERLAPALLY,6.71,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,SHIRVAL,3.3,,,,
PIMPLAS,UMARGAON,1.98,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,VATVA,4.07,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,ANKLESHWAR,2.64,,,,
PIMPLAS,SURENDRANAGAR,4.46,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,LASUDIA,5.17,,,,
PIMPLAS,BHILAI,8.2,,,,
PIMPLAS,NAGPUR CITY,7.37,,,,
PIMPLAS,AHEMADNAGAR,3.3,,,,
PIMPLAS,NASIK,3.3,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,SOLAPUR,5.83,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,KOLHAPUR,5.01,,,,
PIMPLAS,GOREGOAN,3.03,,,,
PIMPLAS,KOTA (RAJASTAN),8.86,,,,
PIMPLAS,SACHIN,2.81,,,,
PIMPLAS,INDORE CITY,5.45,,,,
PIMPLAS,KOLKATA-CENTRAL,10.51,,,,
PIMPLAS,JAMNAGAR - SHANKARTEKRI,4.46,,,,
PIMPLAS,MANESAR,7.87,,,,
PIMPLAS,PATANCHERU,6.6,,,,
RABALE,CHHATRAL (N.G.),3.3,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,V V NAGAR,3.3,,,,
RABALE,BHILWARA,3.3,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,VAPI DELIVERY,1.38,,,,
RABALE,BHUJ,4.46,,,,
RABALE,DAMAN DELIVERY UT,2.31,,,,
RABALE,MYSORE,8.42,,,,
RABALE,SANGLI,6.44,,,,
RABALE,SARANGPUR,3.63,,,,
RABALE,BOISAR,3.3,,,,
RABALE,SHAPAR,3.91,,,,
RABALE,DASHRATH,3.3,,,,
RABALE,GANDHIDHAM,3.63,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,LOTE,4.46,,,,
RABALE,PEENYA,7.87,,,,
RABALE,DAHANU,3.91,,,,
RABALE,SARKHEJ,3.41,,,,
RABALE,CHAKAN CENTRAL CELL,4.38,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,LUDHIANA,9.02,,,,
RABALE,LASUDIA,4.9,,,,
RABALE,PONDICHERRY,9.3,,,,
RABALE,KANPUR,8.42,,,,
RABALE,LUDHIANA,9.02,,,,
RABALE,SHIRVAL,4.46,,,,
RABALE,AMBATTUR-CHENNAI,9.3,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,VATVA,3.47,,,,
RABALE,BHAKTINAGAR,3.63,,,,
RABALE,SANTEJ,3.91,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,JUNAGADH-SABALPUR,4.18,,,,
RABALE,SURAT CITY,3.03,,,,
RABALE,NARODA,3.41,,,,
RABALE,CHANGODAR,3.52,,,,
RABALE,MEHSANA (N.G.),3.63,,,,
RABALE,CUDDALORE,9.63,,,,
RABALE,GUINDY-CHENNAI,9.3,,,,
RABALE,BOMMASANDRA,8.14,,,,
RABALE,WADA,3.03,,,,
RABALE,PALGHAR,3.91,,,,
RABALE,HALOL (GIDC),3.63,,,,
RABALE,BHAKTINAGAR,3.63,,,,
RABALE,GURGAON BKG & DLY,6.33,,,,
RABALE,LUDHIANA,9.02,,,,
RABALE,LOTE,4.46,,,,
RABALE,VAPI DELIVERY,1.38,,,,
RABALE,NAGPUR (WADI),6.44,,,,
RABALE,VAPI DELIVERY,1.38,,,,
RABALE,KALOL (N.G.),3.91,,,,
RABALE,GANDHINAGAR,3.63,,,,
RABALE,SARANGPUR,3.63,,,,
RABALE,SANTEJ,3.91,,,,
RABALE,VASAI EAST,3.03,,,,
RABALE,K R PURAM,7.87,,,,
RABALE,JEEDIMETLA,6.99,,,,
RABALE,NAGPUR (WADI),6.44,,,,
RABALE,PEENYA,7.87,,,,
RABALE,SANGLI,6.44,,,,
RABALE,V V NAGAR,3.3,,,,
RABALE,DAHEJ,3.91,,,,
RABALE,FARIDABAD,7.26,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,RAIPUR,7.65,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,SILVASSA,2.31,,,,
RABALE,UMARGAON,1.98,,,,
RABALE,MADURAVOYIL DELIVERY,8.42,,,,
RABALE,UMARGAON,1.98,,,,
RABALE,FARIDABAD,7.26,,,,
RABALE,DELHI EAST,7.46,,,,
RABALE,FARIDABAD,7.46,,,,
RABALE,JALGAON,5.56,,,,
RABALE,BOISAR,3.3,,,,
RABALE,CHHATRAL (N.G.),3.3,,,,
RABALE,UMARGAON,1.98,,,,
RABALE,BHARUCH,3.14,,,,
RABALE,SARKHEJ,3.41,,,,
RABALE,NANDESARI,3.3,,,,
RABALE,PADRA (DHABASA),3.3,,,,
RABALE,NARODA,3.41,,,,
RABALE,BROADWAY - CHENNAI,9.3,,,,
RABALE,SECUNDERABAD,6.99,,,,
RABALE,WADA,3.03,,,,
RABALE,NALAGARH,9.02,,,,
RABALE,NANDESARI,3.3,,,,
RABALE,PALGHAR,3.91,,,,
RABALE,MORBI,4.18,,,,
RABALE,DAMAN DELIVERY UT,2.31,,,,
RABALE,NAROL,3.41,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,DAMAN DELIVERY UT,2.31,,,,
RABALE,NAVAGAM (BVR),3.03,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,UMARGAON,1.98,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,AHEMADNAGAR,4.46,,,,
RABALE,KATHWADA,3.41,,,,
RABALE,JODHPUR,6.71,,,,
RABALE,SARANGPUR,3.63,,,,
RABALE,VATVA,3.47,,,,
RABALE,V V NAGAR,3.3,,,,
RABALE,NIGDI,4.18,,,,
RABALE,DELHI (RAMA ROAD),7.26,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,DEWAS NAKA,4.9,,,,
RABALE,NAGPUR (WADI),6.44,,,,
RABALE,NIGDI,4.18,,,,
RABALE,MALEGAON,5.28,,,,
RABALE,MUNDRA,4.66,,,,
RABALE,JALGAON,5.56,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,BOMMASANDRA,8.34,,,,
RABALE,RAJAJINAGAR,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,SURAT CITY,3.23,,,,
RABALE,SACHIN,2.24,,,,
RABALE,ANKLESHWAR,2.4,,,,
RABALE,PALSANA,2.84,,,,
RABALE,PALSANA,2.84,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,TIRUPUR,10.65,,,,
RABALE,ERODE,10.38,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,PALSANA,2.84,,,,
RABALE,SURAT CITY,3.23,,,,
RABALE,SURAT CITY,3.23,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,COIMBATORE BRANCH,8.95,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,RAJAJINAGAR,8.07,,,,
RABALE,BIDAR,10.1,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,LALBAGH ROAD,8.07,,,,
RABALE,VIJAYAWADA,8.07,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,SIVAKASI,12.14,,,,
RABALE,VIJAYAWADA,8.07,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,PIRANGUT,4.18,,,,
RABALE,BARAMATI,7.37,,,,
RABALE,NIGDI,4.18,,,,
RABALE,PUNE CITY,4.18,,,,
RABALE,NIGDI,4.18,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,NIGDI,4.18,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,NIGDI,4.18,,,,
RABALE,PIRANGUT,4.18,,,,
RABALE,RANIPET,9.3,,,,
RABALE,KOLHAPUR,5.28,,,,
RABALE,MANGALORE,8.14,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,KARUR,10.18,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,NIGDI,4.18,,,,
RABALE,NIGDI,4.18,,,,
RABALE,NIGDI,4.18,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,PIRANGUT,4.18,,,,
RABALE,WAGHOLI,4.18,,,,
RABALE,PHURSUNGI DELIVERY,2.94,,,,
RABALE,CHAKAN CENTRAL CELL,4.18,,,,
RABALE,NIGDI,4.18,,,,
RABALE,HUBLI INDL AREA,6.6,,,,
RABALE,PEENYA,7.87,,,,
RABALE,PEENYA,7.87,,,,
RABALE,AMBATTUR-CHENNAI,9.3,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,BROADWAY - CHENNAI,9.3,,,,
RABALE,BROADWAY - CHENNAI,9.3,,,,
RABALE,BOMMASANDRA,8.14,,,,
RABALE,AMBATTUR-CHENNAI,9.3,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,AJMER,8.47,,,,
RABALE,PALSANA,2.64,,,,
RABALE,SACHIN,2.04,,,,
RABALE,TIKRI BORDER,9.02,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,VATVA,3.47,,,,
RABALE,KATHWADA,3.41,,,,
RABALE,VATVA,3.47,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,DARED,3.91,,,,
RABALE,VATVA,3.47,,,,
RABALE,MEERUT,7.87,,,,
RABALE,ASLALI BRANCH,3.47,,,,
RABALE,VATVA,3.47,,,,
RABALE,SARKHEJ,3.41,,,,
RABALE,DAHEJ,3.91,,,,
RABALE,VATVA,3.47,,,,
RABALE,SACHIN,2.04,,,,
RABALE,PALSANA,2.64,,,,
RABALE,MAKARPURA,3.63,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,NOIDA,7.26,,,,
RABALE,VATVA,3.47,,,,
RABALE,BHARUCH,3.14,,,,
RABALE,SARKHEJ,3.41,,,,
RABALE,DARED,3.91,,,,
RABALE,DELHI (RAMA ROAD),7.26,,,,
RABALE,AJMER,8.47,,,,
RABALE,ODHAV,3.3,,,,
RABALE,TRAJPAR (MORBI),3.91,,,,
RABALE,AJMER,8.47,,,,
RABALE,GAJRAULA,7.68,,,,
RABALE,MUNDRA,4.46,,,,
RABALE,BROADWAY - CHENNAI,9.3,,,,
RABALE,PEENYA,7.87,,,,
RABALE,PEENYA,7.87,,,,
RABALE,DAVANAGERE,8.75,,,,
RABALE,BROADWAY - CHENNAI,9.3,,,,
RABALE,BOMMASANDRA,8.14,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,COIMBATORE BRANCH,8.75,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,DODDABALLAPUR - BNG,8.14,,,,
RABALE,LALBAGH ROAD,7.87,,,,
RABALE,THIRUVALLUR - CHE,9.08,,,,
RABALE,AJMER,8.47,,,,
RABALE,AJMER,8.47,,,,
RABALE,BHIWADI - RAJASTHAN,7.26,,,,
RABALE,DAHEJ,3.91,,,,
RABALE,ANKLESHWAR,2.2,,,,
RABALE,VATVA,3.47,,,,
RABALE,DELHI (RAMA ROAD),7.26,,,,
RABALE,LUCKNOW,9.9,,,,
SAKINAKA,OKHLA-1,6.99,,,,
SAKINAKA,BAHADURPALLY DELIVERY,6.99,,,,
SAKINAKA,PADRA (DHABASA),3.63,,,,
SAKINAKA,MANDVI,4.73,,,,
SAKINAKA,ODHAV,3.63,,,,
SAKINAKA,THIRUVALLUR - CHE,9.08,,,,
SAKINAKA,AMBATTUR-CHENNAI,9.02,,,,
SAKINAKA,SHAPAR,3.91,,,,
SAKINAKA,SANTEJ,3.91,,,,
SAKINAKA,BHANGEL,7.26,,,,
SAKINAKA,THIRUVALLUR - CHE,9.08,,,,
SAKINAKA,VAPI DELIVERY,1.6,,,,
SAKINAKA,BIJAPUR,9.02,,,,
SAKINAKA,MANESAR,7.26,,,,
SAKINAKA,UMARGAON,2.09,,,,
SAKINAKA,ODHAV,3.63,,,,
SAKINAKA,DARED,4.18,,,,
SAKINAKA,SARKHEJ,3.63,,,,
SAKINAKA,PALANPUR,4.18,,,,
SAKINAKA,FARIDABAD,6.99,,,,
SAKINAKA,KHOPOLI,5.01,,,,
SAKINAKA,MANDVI,4.73,,,,
SAKINAKA,PALLAVARAM - CHENNAI,8.8,,,,
SAKINAKA,KOTHUR,7.65,,,,
SAKINAKA,LALBAGH ROAD,8.62,,,,
SAKINAKA,INDORE CITY,4.9,,,,
SAKINAKA,PATALGANGA,4.18,,,,
SAKINAKA,THIRUVALLUR - CHE,9.08,,,,
SAKINAKA,VASIND,4.73,,,,
SAKINAKA,PALANPUR,4.18,,,,
SAKINAKA,BADDI (HIMACHAL PRADESH),7.87,,,,
SAKINAKA,DAHEJ,4.18,,,,
SAKINAKA,DASHRATH,3.63,,,,
SAKINAKA,GURGAON BKG & DLY,6.6,,,,
SAKINAKA,TALOJA,3.3,,,,
SAKINAKA,MAHUVA,4.73,,,,
SAKINAKA,VATVA,3.47,,,,
SAKINAKA,CHHATRAL (N.G.),3.3,,,,
SAKINAKA,SRIPERUMBUDUR,8.75,,,,
SAKINAKA,VAPI DELIVERY,1.6,,,,
SAKINAKA,CHHATRAL (N.G.),3.3,,,,
SAKINAKA,NARODA,3.74,,,,
SAKINAKA,MAKARPURA,3.63,,,,
SAKINAKA,RAJAJINAGAR,8.42,,,,
SAKINAKA,KURKUMBH,6.44,,,,
SAKINAKA,CHANDIGARH BRANCH,7.87,,,,
SAKINAKA,GAJUWAKA,10.45,,,,
SAKINAKA,KANPUR,8.75,,,,
SAKINAKA,BHARUCH,3.41,,,,
SAKINAKA,RAKHIAL,3.63,,,,
SAKINAKA,MURBAD,3.3,,,,
SAKINAKA,ANKLESHWAR,2.31,,,,
SAKINAKA,MUNDRA,4.73,,,,
SAKINAKA,THIRUVALLUR - CHE,9.08,,,,
SAKINAKA,BILIMORA,2.31,,,,
SAKINAKA,VASAI HIGHWAY,3.5,,,,
SAKINAKA,COIMBATORE BRANCH,9.3,,,,
SAKINAKA,VATVA,3.47,,,,
SAKINAKA,RUDANAGAR BRANCH,3.41,,,,
SAKINAKA,BHIWADI - RAJASTHAN,7.87,,,,
SAKINAKA,V V NAGAR,3.63,,,,
SAKINAKA,DELHI EAST,6.99,,,,
SAKINAKA,FARIDABAD,6.99,,,,
SAKINAKA,BHANDARA,7.1,,,,
SAKINAKA,V V NAGAR,3.63,,,,
SAKINAKA,CHAKAN CENTRAL CELL,4.73,,,,
SAKINAKA,BARAMATI,6.44,,,,
SAKINAKA,ERODE,10.73,,,,
SAKINAKA,PALGHAR,4.46,,,,
SAKINAKA,THIRUVALLUR - CHE,9.08,,,,
SAKINAKA,RAIPUR,8.2,,,,
SAKINAKA,RANJANGAON,4.73,,,,
SAKINAKA,VASIND,4.73,,,,
SAKINAKA,LALBAGH ROAD,8.42,,,,
SAKINAKA,ANKLESHWAR,2.31,,,,
