Bkg Branch,Delivery Branch,Card Rate
PANOLI,PATIALA,11.7
PANOLI,SOLAN,11.35
PANOLI,SRINAGAR,20.1
PANOLI,ALLAHABAD,13.2
PANOLI,BARABANKI,12
PANOLI,GHAZIPUR FR,12
PANOLI,GORAKHPUR,14.05
PANOLI,KANNAUJ FR,10.45
PANOLI,KANPUR,10.45
PANOLI,LUCKNOW,12
PANOLI,SHAHJHANPUR FR,12
PANOLI,VARANASI,13.45
PANOLI,AGRA,11.35
PANOLI,ALIGARH FR,12.25
PANOLI,FIROZABAD FR,12.25
PANOLI,GAJRAULA,9.3
PANOLI,GHAZIABAD,9.2
PANOLI,GREATER NOIDA,9.2
PANOLI,GWALIOR,9.85
PANOLI,MATHURA,9.55
PANOLI,MEERUT,10.45
PANOLI,NOIDA,9.2
PANOLI,BAREILLY,12
PANOLI,DEHRADUN,10.45
PANOLI,HARIDWAR,9.85
PANOLI,KASHIPUR,11.7
PANOLI,MORADABAD,10.2
PANOLI,ROORKEE,9.85
PANOLI,RUDRAPUR,10.2
PANOLI,SAHARANPUR,12
PANOLI,SELAQUI,10.45
PANOLI,SITARGANJ,11.35
PANOLI,ICHALKARANJI,10.75
PANOLI,KAGAL,10.75
PANOLI,KARAD,8.85
PANOLI,KOLHAPUR,8.85
PANOLI,LOTE,6.95
PANOLI,MADGAON,11.35
PANOLI,MAHAD MIDC,6.35
PANOLI,MAPUCA,9.55
PANOLI,PONDA,9.55
PANOLI,RATNAGIRI,9.85
PANOLI,ROHA,6.35
PANOLI,SANGLI,10.45
PANOLI,SATARA,8.85
PANOLI,SHINOLI,8.65
PANOLI,SOLAPUR,9.2
PANOLI,TEMBHURNI,9.2
PANOLI,VERNA-GOA,9.55
PANOLI,AHEMADNAGAR,7.4
PANOLI,AURANGABAD (WALUJ) MIDC,6.35
PANOLI,AURANGABAD CITY- CHIKALTHANA,7.65
PANOLI,DHULE,8.6
PANOLI,GONDHE,6.35
PANOLI,JALGAON,8.6
PANOLI,JALNA,9.2
PANOLI,LATUR,12
PANOLI,MALEGAON,8.05
PANOLI,NANDED,11.55
PANOLI,NASIK,5.45
PANOLI,SINNER,5.45
PANOLI,ALANDI,6.65
PANOLI,CHAKAN CENTRAL CELL,7.4
PANOLI,HINJEWADI,7.4
PANOLI,LONAVALA,8.3
PANOLI,NIGDI,7.4
PANOLI,PIRANGUT,7.4
PANOLI,RANJANGAON,7.4
PANOLI,TALEGAON (BKG & DLY),7.4
PANOLI,BARAMATI,9.2
PANOLI,KHED SHIVAPUR,6.95
PANOLI,KURKUMBH,8.85
PANOLI,PHURSUNGHI,7.65
PANOLI,PHURSUNGI DELIVERY,5.3
PANOLI,PUNE CITY,7.4
PANOLI,SHIRVAL,7.65
PANOLI,SINHAGAD ROAD,7.4
PANOLI,WAGHOLI,7.4
PANOLI,BHUJ,6.8
PANOLI,GANDHIDHAM,5.6
PANOLI,GANDHIDHAM CITY,6.2
PANOLI,MANDVI,7.05
PANOLI,MUNDRA,6.8
PANOLI,ATIKA (RAJKOT),5.3
PANOLI,BHAKTINAGAR,5.3
PANOLI,BHAVNAGAR,5
PANOLI,DARED,5.6
PANOLI,GONDAL,5.6
PANOLI,JAMNAGAR,5.6
PANOLI,JAMNAGAR - SHANKARTEKRI,5.6
PANOLI,JETPUR,5.6
PANOLI,JUNAGADH-SABALPUR,7.5
PANOLI,MAHUVA,5.85
PANOLI,METODA,5.3
PANOLI,MORBI,5.85
PANOLI,NAVAGAM (BHAVNAGAR),4.45
PANOLI,PIPAVAV,6.2
PANOLI,PORBANDAR,6.2
PANOLI,RUDANAGAR BRANCH,4.45
PANOLI,SHAPAR,5.3
PANOLI,SIHOR,5
PANOLI,THANGADH,5.6
PANOLI,TRAJPAR (MORBI),5.6
PANOLI,VAVDI-RAJKOT,5.3
PANOLI,VERAVAL,6.45
PANOLI,ANKLESHWAR,1.15
PANOLI,BHARUCH,1.7
PANOLI,DAHEJ,2.8
PANOLI,JHAGADIA,2.2
PANOLI,KIM,1.7
PANOLI,PANOLI,1.6
PANOLI,BILIMORA,4.1
PANOLI,HAZIRA,3.5
PANOLI,KADODARA BRANCH,3.5
PANOLI,NAVSARI,3.85
PANOLI,PALSANA,3.5
PANOLI,SACHIN,3.5
PANOLI,SAROLI,2.8
PANOLI,SURAT CITY,3.5
PANOLI,UNN,3.5
PANOLI,DADRA NAGAR HAVELI,3.5
PANOLI,DAMAN DELIVERY UT,3.5
PANOLI,PARDI,4.1
PANOLI,SARIGAM,3.85
PANOLI,SILVASSA,3.5
PANOLI,UMARGAON,3.5
PANOLI,VALSAD,4.1
PANOLI,VAPI DELIVERY,3.25
BILIMORA,ASLALI BRANCH,3.5
BILIMORA,GOBLEJ BKG & DLY,3.5
BILIMORA,KATHWADA,3.85
BILIMORA,KUBADTHAL FR,4.35
BILIMORA,NADIAD,3.85
BILIMORA,NARODA,3.85
BILIMORA,NAROL,3.85
BILIMORA,ODHAV,3.85
BILIMORA,RAKHIAL,3.85
BILIMORA,SARANGPUR,3.85
BILIMORA,VATVA,3.85
BILIMORA,CHANGODAR,3.85
BILIMORA,CHHATRAL (N.G.),3.25
BILIMORA,DHOLKA,3.85
BILIMORA,GANDHINAGAR,4.1
BILIMORA,HIMATNAGAR,4.1
BILIMORA,KALOL (N.G.),4.1
BILIMORA,MEHSANA (N.G.),4.7
BILIMORA,PALANPUR,4.7
BILIMORA,SANAND,4.1
BILIMORA,SANTEJ,4.1
BILIMORA,SARKHEJ,3.85
BILIMORA,SIDHPUR,4.45
BILIMORA,SURENDRANAGAR,4.45
BILIMORA,ABU ROAD,5.3
BILIMORA,BHILWARA FR,6.85
BILIMORA,CHITTORGARH  FR,8.05
BILIMORA,JODHPUR,6.8
BILIMORA,KOTA (RAJASTAN) FR,8.65
BILIMORA,PALI,8.1
BILIMORA,UDAIPUR,5.3
BILIMORA,CHITTOOR,12.25
BILIMORA,CUDDAPAH,11.7
BILIMORA,ELURU,10.2
BILIMORA,GAJUWAKA,10.2
BILIMORA,GUDIVADA,11.7
BILIMORA,GUNTUR,10.2
BILIMORA,KAKINADA,10.75
BILIMORA,NELLORE,11.35
BILIMORA,ONGOLE,10.75
BILIMORA,PARAWADA,11.2
BILIMORA,RAJAHMUNDRY CITY,10.75
BILIMORA,SRIKAKULAM,12.9
BILIMORA,TIRUPATHI,10.45
BILIMORA,VIJAYAWADA,8.6
BILIMORA,VIZIANAGARAM,12.9
BILIMORA,ADILABAD,6.8
BILIMORA,ANANTAPURAM,10.2
BILIMORA,AUTONAGAR-HYD,8.05
BILIMORA,BAHADURPALLY BOOKING,6.35
BILIMORA,BAHADURPALLY DELIVERY,6.95
BILIMORA,BALANAGAR,7.4
BILIMORA,BOLLARAM,7.65
BILIMORA,CHERLAPALLY,7.1
BILIMORA,DIWANDEVDI,7.4
BILIMORA,HUBSIGUDA,7.65
BILIMORA,HYDERABAD CENTRAL CELL,7.65
BILIMORA,JEEDIMETLA,6.95
BILIMORA,KARIMNAGAR,8.85
BILIMORA,KHAMMAM,8.85
BILIMORA,KOTHUR,12.05
BILIMORA,KURNOOL,8.6
BILIMORA,NIZAMABAD,9.2
BILIMORA,PATANCHERU,7.4
BILIMORA,SECUNDERABAD,7.4
BILIMORA,WARANGAL,10.2
BILIMORA,BARODA - KARELIBAUG,3.85
BILIMORA,DASHRATH,3.25
BILIMORA,GODHRA PANCHMAHAL,4.1
BILIMORA,GOLDEN BRANCH,4.1
BILIMORA,HALOL (GIDC),4.1
BILIMORA,JAROD,4.1
BILIMORA,MAKARPURA,4.1
BILIMORA,MANJUSAR,3.85
BILIMORA,NANDESARI,3.85
BILIMORA,PADRA (DHABASA),3.85
BILIMORA,POR,3.85
BILIMORA,V V NAGAR,3.85
BILIMORA,WAGHODIA,3.85
BILIMORA,AMBATTUR-CHENNAI,9.85
BILIMORA,BROADWAY - CHENNAI,9.85
BILIMORA,GUINDY-CHENNAI,9.85
BILIMORA,GUMMIDIPOONDI - CHENNAI,10.45
BILIMORA,PALLAVARAM - CHENNAI,7.9
BILIMORA,PARIVAKKAM-CHENNAI,8.85
BILIMORA,REDHILLS - CHENNAI,9
BILIMORA,SRICITY - TADA,11.1
BILIMORA,THIRUVALLUR - CHE,9.65
BILIMORA,AMBUR,11.7
BILIMORA,CUDDALORE,12.6
BILIMORA,KELAMBAKKAM,9.4
BILIMORA,MARAIMALAI NAGAR - CHE,10.45
BILIMORA,ORAGADAM-CHE,10.2
BILIMORA,PANRUTI,11.8
BILIMORA,PERUNGUDI,10.2
BILIMORA,PONDICHERRY,11.35
BILIMORA,RANIPET,10.75
BILIMORA,SRIPERUMBUDUR,10.2
BILIMORA,THIRUBHUVANAI,10.3
BILIMORA,THIRUVNNAMALAI,10.95
BILIMORA,BARGUR,10.2
BILIMORA,COIMBATORE BRANCH,8.85
BILIMORA,DHARMAPURI,10.3
BILIMORA,ERODE,10.75
BILIMORA,KANJIKODE,11.7
BILIMORA,KARAIKAL,14.15
BILIMORA,KARUR,10.75
BILIMORA,KOMARAPALAYAM,11.35
BILIMORA,KOVILPATTI,13.45
BILIMORA,KUMBAKONAM,13
BILIMORA,METTUR DAM,10.75
BILIMORA,NEELAMBUR,8.85
BILIMORA,PERUNDURAI SIPCOT,11
BILIMORA,POLLACHI,10.2
BILIMORA,PUDUKKOTTAI,15.3
BILIMORA,SALEM,8.85
BILIMORA,THANJAVUR,14
BILIMORA,TIRUCHENGODE,10.75
BILIMORA,TIRUPUR,11
BILIMORA,TRICHY,11
BILIMORA,ALLEPPEY,13.2
BILIMORA,CALICUT,12.9
BILIMORA,KALAMASSERY,12
BILIMORA,KANNUR,10.2
BILIMORA,KOTTAYAM,13.2
BILIMORA,MANJERI,13.8
BILIMORA,PERUMBAVOOR,12.8
BILIMORA,SHORANUR,11.45
BILIMORA,TRICHUR,12.6
BILIMORA,TRIVANDRUM,14.7
BILIMORA,DINDIGUL,11.35
BILIMORA,MADURAI,11
BILIMORA,NAGERCOIL,13.45
BILIMORA,RAJAPALAYAM,12.9
BILIMORA,SIVAKASI,12.9
BILIMORA,TIRUNELVELI,13.45
BILIMORA,TUTICORIN,13.2
BILIMORA,ALAMPUR,11.65
BILIMORA,BALASORE,14.25
BILIMORA,BERHAMPUR,14.6
BILIMORA,BHUBANESWAR,12.8
BILIMORA,BISHNUPUR-KOLKATTA,11.8
BILIMORA,BURDWAN,11.5
BILIMORA,CUTTACK,11.4
BILIMORA,DANKUNI,10.65
BILIMORA,DEOGHAR,15.4
BILIMORA,DURGAPUR,12.3
BILIMORA,GUWAHATI,19.2
BILIMORA,HALDIA,12.3
BILIMORA,HOWRAH,10.5
BILIMORA,JAIGAON - BHUTAN,26.3
BILIMORA,JAMSHEDPUR,12.25
BILIMORA,KALYANI,12.1
BILIMORA,KHARAGPUR,13.75
BILIMORA,KOLKATA TR,10.5
BILIMORA,KOLKATA(B T ROAD),11.4
BILIMORA,KOLKATA-CENTRAL,11.7
BILIMORA,KOLKATA-SOUTH,12
BILIMORA,MALDA,14
BILIMORA,PATNA,12.55
BILIMORA,RANCHI,13.4
BILIMORA,RANCHI DELIVERY,13.4
BILIMORA,RAXAUL,14.9
BILIMORA,SAMBALPUR,12.8
BILIMORA,SANTIPUR,12.06
BILIMORA,SILIGURI,18.1
BILIMORA,CHIKMAGALUR,10.45
BILIMORA,DODDABALLAPUR - BNG,9.2
BILIMORA,HASSAN,10.45
BILIMORA,HINDUPUR,10.2
BILIMORA,HOSKOTE,9.2
BILIMORA,K R PURAM,9.2
BILIMORA,KOLAR,8.65
BILIMORA,NELAMANGALA (BKG & DLY),8.3
BILIMORA,NELAMANGALA CENTRAL CELL,8.3
BILIMORA,PEENYA,8.85
BILIMORA,RAJAJINAGAR,9.2
BILIMORA,TUMKUR,9.55
BILIMORA,TUMKUR INDUSTRIAL AREA,9.55
BILIMORA,BIDADI,9.85
BILIMORA,BOMMASANDRA,9.2
BILIMORA,HAROHALLI - BANGALORE,9.85
BILIMORA,HOSUR,9.55
BILIMORA,HOSUR INDUSTRIAL AREA,9.2
BILIMORA,JIGANI,9.2
BILIMORA,KANAKAPURA ROAD - BNG,9.2
BILIMORA,LALBAGH ROAD,9.2
BILIMORA,BAIKAMPADY - MNG,9.95
BILIMORA,KARKALA,10.5
BILIMORA,KUNDAPUR,10.5
BILIMORA,KUSHALNAGAR – KODAGU,11.35
BILIMORA,MANDYA,9.2
BILIMORA,MANGALORE,9.85
BILIMORA,MYSORE,9.85
BILIMORA,MYSORE - INDUSTRIAL AREA,8.65
BILIMORA,PUTTUR,10.4
BILIMORA,RAMANAGARA,9.2
BILIMORA,UDUPI,9.55
BILIMORA,BAGALAKOTE - NORTH KAR,9.85
BILIMORA,BELGAUM,7.4
BILIMORA,BELGAUM INDL ESTATE,7.4
BILIMORA,BELLARY,9.55
BILIMORA,BHATKAL,8.75
BILIMORA,BIDAR,10.75
BILIMORA,BIJAPUR,9.85
